ob,station,precip
2011-01-01 18:26:00,LAKE,0.01
2011-01-01 18:59:00,LAKE,0.01
2011-01-01 19:00:00,LAKE,0.02
2011-01-01 19:06:00,LAKE,0.01
2011-01-01 19:08:00,LAKE,0.01
2011-01-01 19:12:00,LAKE,0.01
2011-01-01 19:17:00,LAKE,0.01
2011-01-01 19:19:00,LAKE,0.01
2011-01-01 19:23:00,LAKE,0.01
2011-01-01 19:26:00,LAKE,0.01
2011-01-01 19:35:00,LAKE,0.01
2011-01-01 19:41:00,LAKE,0.01
2011-01-01 19:47:00,LAKE,0.01
2011-01-01 19:50:00,LAKE,0.01
2011-01-01 19:54:00,LAKE,0.01
2011-01-01 19:57:00,LAKE,0.01
2011-01-01 20:00:00,LAKE,0.13
2011-01-01 20:02:00,LAKE,0.01
2011-01-01 20:07:00,LAKE,0.01
2011-01-01 20:12:00,LAKE,0.01
2011-01-01 20:23:00,LAKE,0.01
2011-01-01 20:31:00,LAKE,0.01
2011-01-01 20:40:00,LAKE,0.01
2011-01-01 20:50:00,LAKE,0.01
2011-01-01 20:58:00,LAKE,0.01
2011-01-01 21:00:00,LAKE,0.08
2011-01-01 21:39:00,LAKE,0.01
2011-01-01 22:00:00,LAKE,0.01
2011-01-01 22:08:00,LAKE,0.01
2011-01-01 23:00:00,LAKE,0.01
2011-01-02 07:10:00,LAKE,0.01
2011-01-02 07:47:00,LAKE,0.01
2011-01-02 08:00:00,LAKE,0.02
2011-01-02 08:31:00,LAKE,0.01
2011-01-02 08:33:00,LAKE,0.01
2011-01-02 08:34:00,LAKE,0.01
2011-01-02 08:40:00,LAKE,0.01
2011-01-02 08:57:00,LAKE,0.01
2011-01-02 09:00:00,LAKE,0.05
2011-01-02 09:08:00,LAKE,0.01
2011-01-02 10:00:00,LAKE,0.01
2011-01-02 10:22:00,LAKE,0.01
2011-01-02 10:23:00,LAKE,0.01
2011-01-02 10:24:00,LAKE,0.03
2011-01-02 10:25:00,LAKE,0.01
2011-01-02 10:26:00,LAKE,0.01
2011-01-02 10:27:00,LAKE,0.01
2011-01-02 11:00:00,LAKE,0.08
2011-01-02 14:55:00,LAKE,0.01
2011-01-02 15:00:00,LAKE,0.01
2011-01-02 15:02:00,LAKE,0.01
2011-01-02 15:06:00,LAKE,0.01
2011-01-02 15:08:00,LAKE,0.01
2011-01-02 16:00:00,LAKE,0.03
2011-01-02 16:43:00,LAKE,0.01
2011-01-02 17:00:00,LAKE,0.01
2011-01-06 02:12:00,LAKE,0.01
2011-01-06 02:45:00,LAKE,0.01
2011-01-06 03:00:00,LAKE,0.02
2011-01-06 03:11:00,LAKE,0.01
2011-01-06 03:28:00,LAKE,0.01
2011-01-06 03:41:00,LAKE,0.01
2011-01-06 04:00:00,LAKE,0.03
2011-01-06 04:09:00,LAKE,0.01
2011-01-06 04:47:00,LAKE,0.01
2011-01-06 05:00:00,LAKE,0.02
2011-01-06 05:15:00,LAKE,0.01
2011-01-06 06:00:00,LAKE,0.01
2011-01-06 07:33:00,LAKE,0.01
2011-01-06 08:00:00,LAKE,0.01
2011-01-11 14:07:00,LAKE,0.01
2011-01-11 14:46:00,LAKE,0.01
2011-01-11 15:00:00,LAKE,0.02
2011-01-11 15:06:00,LAKE,0.01
2011-01-11 16:00:00,LAKE,0.01
2011-01-12 10:06:00,LAKE,0.01
2011-01-12 10:44:00,LAKE,0.01
2011-01-12 10:59:00,LAKE,0.01
2011-01-12 11:00:00,LAKE,0.03
2011-01-12 11:31:00,LAKE,0.01
2011-01-12 12:00:00,LAKE,0.01
2011-01-12 12:13:00,LAKE,0.01
2011-01-12 12:24:00,LAKE,0.01
2011-01-12 12:41:00,LAKE,0.01
2011-01-12 12:51:00,LAKE,0.01
2011-01-12 12:54:00,LAKE,0.01
2011-01-12 13:00:00,LAKE,0.05
2011-01-12 13:44:00,LAKE,0.01
2011-01-12 14:00:00,LAKE,0.01
2011-01-17 18:38:00,LAKE,0.01
2011-01-17 18:49:00,LAKE,0.01
2011-01-17 19:00:00,LAKE,0.02
2011-01-17 19:05:00,LAKE,0.01
2011-01-17 19:34:00,LAKE,0.01
2011-01-17 19:43:00,LAKE,0.01
2011-01-17 20:00:00,LAKE,0.03
2011-01-17 20:04:00,LAKE,0.01
2011-01-17 21:00:00,LAKE,0.01
2011-01-18 00:32:00,LAKE,0.01
2011-01-18 01:00:00,LAKE,0.01
2011-01-19 04:43:00,LAKE,0.01
2011-01-19 05:00:00,LAKE,0.01
2011-01-19 07:09:00,LAKE,0.01
2011-01-19 08:00:00,LAKE,0.01
2011-01-25 18:31:00,LAKE,0.01
2011-01-25 19:00:00,LAKE,0.01
2011-01-25 19:17:00,LAKE,0.01
2011-01-25 20:00:00,LAKE,0.01
2011-01-25 22:02:00,LAKE,0.01
2011-01-25 22:21:00,LAKE,0.01
2011-01-25 22:50:00,LAKE,0.01
2011-01-25 23:00:00,LAKE,0.03
2011-01-25 23:04:00,LAKE,0.01
2011-01-25 23:10:00,LAKE,0.01
2011-01-25 23:16:00,LAKE,0.01
2011-01-25 23:24:00,LAKE,0.01
2011-01-25 23:29:00,LAKE,0.01
2011-01-25 23:38:00,LAKE,0.01
2011-01-25 23:47:00,LAKE,0.01
2011-01-26 00:00:00,LAKE,0.07
2011-01-26 00:01:00,LAKE,0.01
2011-01-26 00:09:00,LAKE,0.01
2011-01-26 00:21:00,LAKE,0.01
2011-01-26 00:39:00,LAKE,0.01
2011-01-26 00:41:00,LAKE,0.01
2011-01-26 00:43:00,LAKE,0.01
2011-01-26 00:48:00,LAKE,0.01
2011-01-26 00:59:00,LAKE,0.01
2011-01-26 01:00:00,LAKE,0.08
2011-01-26 01:25:00,LAKE,0.01
2011-01-26 01:41:00,LAKE,0.01
2011-01-26 01:59:00,LAKE,0.01
2011-01-26 02:00:00,LAKE,0.03
2011-01-26 02:02:00,LAKE,0.01
2011-01-26 02:24:00,LAKE,0.01
2011-01-26 02:59:00,LAKE,0.01
2011-01-26 03:00:00,LAKE,0.03
2011-01-26 03:25:00,LAKE,0.01
2011-01-26 04:00:00,LAKE,0.01
2011-01-26 04:02:00,LAKE,0.01
2011-01-26 05:00:00,LAKE,0.01
2011-01-26 05:31:00,LAKE,0.01
2011-01-26 06:00:00,LAKE,0.01
2011-01-26 10:47:00,LAKE,0.01
2011-01-26 10:50:00,LAKE,0.01
2011-01-26 10:52:00,LAKE,0.01
2011-01-26 10:57:00,LAKE,0.01
2011-01-26 11:00:00,LAKE,0.04
2011-01-26 11:39:00,LAKE,0.01
2011-01-26 12:00:00,LAKE,0.01
2011-01-26 12:57:00,LAKE,0.01
2011-01-26 13:00:00,LAKE,0.01
2011-01-26 13:53:00,LAKE,0.01
2011-01-26 14:00:00,LAKE,0.01
2011-01-26 15:17:00,LAKE,0.01
2011-01-26 16:00:00,LAKE,0.01
2011-01-26 16:20:00,LAKE,0.01
2011-01-26 17:00:00,LAKE,0.01
2011-02-02 01:43:00,LAKE,0.01
2011-02-02 01:45:00,LAKE,0.01
2011-02-02 01:48:00,LAKE,0.01
2011-02-02 01:53:00,LAKE,0.01
2011-02-02 01:57:00,LAKE,0.01
2011-02-02 01:59:00,LAKE,0.01
2011-02-02 02:00:00,LAKE,0.06
2011-02-02 02:03:00,LAKE,0.01
2011-02-02 02:06:00,LAKE,0.01
2011-02-02 02:11:00,LAKE,0.01
2011-02-02 02:17:00,LAKE,0.01
2011-02-02 02:25:00,LAKE,0.01
2011-02-02 02:29:00,LAKE,0.01
2011-02-02 02:39:00,LAKE,0.01
2011-02-02 02:43:00,LAKE,0.01
2011-02-02 02:49:00,LAKE,0.01
