ob,station,precip
2010-01-02 10:21:00,LAKE,0.01
2010-01-02 11:00:00,LAKE,0.01
2010-01-08 01:54:00,LAKE,0.01
2010-01-08 02:00:00,LAKE,0.01
2010-01-08 02:33:00,LAKE,0.01
2010-01-08 03:00:00,LAKE,0.01
2010-01-08 04:22:00,LAKE,0.01
2010-01-08 05:00:00,LAKE,0.01
2010-01-17 01:30:00,LAKE,0.01
2010-01-17 02:00:00,LAKE,0.01
2010-01-17 02:03:00,LAKE,0.01
2010-01-17 02:38:00,LAKE,0.01
2010-01-17 02:43:00,LAKE,0.01
2010-01-17 02:49:00,LAKE,0.01
2010-01-17 02:56:00,LAKE,0.01
2010-01-17 03:00:00,LAKE,0.05
2010-01-17 03:01:00,LAKE,0.01
2010-01-17 03:06:00,LAKE,0.01
2010-01-17 03:08:00,LAKE,0.01
2010-01-17 03:13:00,LAKE,0.01
2010-01-17 03:17:00,LAKE,0.01
2010-01-17 03:21:00,LAKE,0.01
2010-01-17 03:26:00,LAKE,0.01
2010-01-17 03:31:00,LAKE,0.01
2010-01-17 03:37:00,LAKE,0.01
2010-01-17 03:39:00,LAKE,0.01
2010-01-17 03:44:00,LAKE,0.01
2010-01-17 03:49:00,LAKE,0.01
2010-01-17 03:57:00,LAKE,0.01
2010-01-17 04:00:00,LAKE,0.13
2010-01-17 04:03:00,LAKE,0.01
2010-01-17 04:07:00,LAKE,0.01
2010-01-17 04:09:00,LAKE,0.01
2010-01-17 04:13:00,LAKE,0.01
2010-01-17 04:15:00,LAKE,0.01
2010-01-17 04:19:00,LAKE,0.01
2010-01-17 04:22:00,LAKE,0.01
2010-01-17 04:25:00,LAKE,0.01
2010-01-17 04:29:00,LAKE,0.01
2010-01-17 04:32:00,LAKE,0.01
2010-01-17 04:34:00,LAKE,0.01
2010-01-17 04:36:00,LAKE,0.01
2010-01-17 04:39:00,LAKE,0.01
2010-01-17 04:42:00,LAKE,0.01
2010-01-17 04:45:00,LAKE,0.01
2010-01-17 04:47:00,LAKE,0.01
2010-01-17 04:48:00,LAKE,0.01
2010-01-17 04:50:00,LAKE,0.01
2010-01-17 04:53:00,LAKE,0.01
2010-01-17 04:55:00,LAKE,0.01
2010-01-17 05:00:00,LAKE,0.2
2010-01-17 05:01:00,LAKE,0.01
2010-01-17 05:14:00,LAKE,0.01
2010-01-17 05:17:00,LAKE,0.01
2010-01-17 05:19:00,LAKE,0.01
2010-01-17 05:22:00,LAKE,0.01
2010-01-17 05:25:00,LAKE,0.01
2010-01-17 05:26:00,LAKE,0.01
2010-01-17 05:28:00,LAKE,0.01
2010-01-17 05:31:00,LAKE,0.01
2010-01-17 05:34:00,LAKE,0.01
2010-01-17 05:38:00,LAKE,0.01
2010-01-17 05:42:00,LAKE,0.01
2010-01-17 05:44:00,LAKE,0.01
2010-01-17 05:47:00,LAKE,0.01
2010-01-17 05:50:00,LAKE,0.01
2010-01-17 05:52:00,LAKE,0.01
2010-01-17 05:54:00,LAKE,0.01
2010-01-17 05:56:00,LAKE,0.01
2010-01-17 05:57:00,LAKE,0.01
2010-01-17 05:58:00,LAKE,0.01
2010-01-17 05:59:00,LAKE,0.01
2010-01-17 06:00:00,LAKE,0.21
2010-01-17 06:00:00,LAKE,0.01
2010-01-17 06:01:00,LAKE,0.01
2010-01-17 06:02:00,LAKE,0.01
2010-01-17 06:03:00,LAKE,0.01
2010-01-17 06:05:00,LAKE,0.02
2010-01-17 06:06:00,LAKE,0.02
2010-01-17 06:07:00,LAKE,0.01
2010-01-17 06:08:00,LAKE,0.01
2010-01-17 06:09:00,LAKE,0.01
2010-01-17 06:10:00,LAKE,0.01
2010-01-17 06:11:00,LAKE,0.01
2010-01-17 06:12:00,LAKE,0.01
2010-01-17 06:14:00,LAKE,0.01
2010-01-17 06:15:00,LAKE,0.01
2010-01-17 06:17:00,LAKE,0.01
2010-01-17 06:18:00,LAKE,0.01
2010-01-17 06:19:00,LAKE,0.01
2010-01-17 06:20:00,LAKE,0.01
2010-01-17 06:21:00,LAKE,0.01
2010-01-17 06:22:00,LAKE,0.01
2010-01-17 06:23:00,LAKE,0.01
2010-01-17 06:24:00,LAKE,0.01
2010-01-17 06:26:00,LAKE,0.01
2010-01-17 06:27:00,LAKE,0.01
2010-01-17 06:29:00,LAKE,0.01
2010-01-17 06:32:00,LAKE,0.01
2010-01-17 06:33:00,LAKE,0.01
2010-01-17 06:34:00,LAKE,0.01
2010-01-17 06:37:00,LAKE,0.01
2010-01-17 06:39:00,LAKE,0.01
2010-01-17 06:45:00,LAKE,0.01
2010-01-17 06:49:00,LAKE,0.01
2010-01-17 06:54:00,LAKE,0.01
2010-01-17 06:59:00,LAKE,0.01
2010-01-17 07:00:00,LAKE,0.36
2010-01-17 07:12:00,LAKE,0.01
2010-01-17 07:17:00,LAKE,0.01
2010-01-17 07:30:00,LAKE,0.01
2010-01-17 07:47:00,LAKE,0.01
2010-01-17 07:52:00,LAKE,0.01
2010-01-17 07:53:00,LAKE,0.01
2010-01-17 07:57:00,LAKE,0.01
2010-01-17 08:00:00,LAKE,0.07
2010-01-17 08:02:00,LAKE,0.01
2010-01-17 08:07:00,LAKE,0.01
2010-01-17 08:09:00,LAKE,0.01
2010-01-17 08:11:00,LAKE,0.01
2010-01-17 09:00:00,LAKE,0.04
2010-01-17 10:46:00,LAKE,0.01
2010-01-17 11:00:00,LAKE,0.01
2010-01-17 13:47:00,LAKE,0.07
2010-01-17 13:48:00,LAKE,0.05
2010-01-17 13:49:00,LAKE,0.02
2010-01-17 13:52:00,LAKE,0.01
2010-01-17 14:00:00,LAKE,0.15
2010-01-17 16:40:00,LAKE,0.01
2010-01-17 16:46:00,LAKE,0.01
2010-01-17 16:48:00,LAKE,0.01
2010-01-17 16:49:00,LAKE,0.02
2010-01-17 16:50:00,LAKE,0.02
2010-01-17 16:53:00,LAKE,0.01
2010-01-17 16:55:00,LAKE,0.01
2010-01-17 16:58:00,LAKE,0.01
2010-01-17 17:00:00,LAKE,0.1
2010-01-17 17:00:00,LAKE,0.01
2010-01-17 17:01:00,LAKE,0.01
2010-01-17 17:03:00,LAKE,0.01
2010-01-17 17:05:00,LAKE,0.01
2010-01-17 17:07:00,LAKE,0.01
2010-01-17 17:08:00,LAKE,0.01
2010-01-17 17:09:00,LAKE,0.01
2010-01-17 17:12:00,LAKE,0.01
2010-01-17 18:00:00,LAKE,0.08
2010-01-17 19:02:00,LAKE,0.01
2010-01-17 20:00:00,LAKE,0.01
2010-01-21 13:05:00,LAKE,0.01
2010-01-21 13:23:00,LAKE,0.01
2010-01-21 13:42:00,LAKE,0.01
2010-01-21 13:57:00,LAKE,0.01
2010-01-21 14:00:00,LAKE,0.04
2010-01-21 14:09:00,LAKE,0.01
2010-01-21 14:17:00,LAKE,0.01
2010-01-21 14:24:00,LAKE,0.01
2010-01-21 14:31:00,LAKE,0.01
2010-01-21 14:37:00,LAKE,0.01
2010-01-21 14:44:00,LAKE,0.01
2010-01-21 14:52:00,LAKE,0.01
2010-01-21 14:59:00,LAKE,0.01
2010-01-21 15:00:00,LAKE,0.08
2010-01-21 15:05:00,LAKE,0.01
2010-01-21 15:10:00,LAKE,0.01
2010-01-21 15:16:00,LAKE,0.01
2010-01-21 15:21:00,LAKE,0.01
2010-01-21 15:29:00,LAKE,0.01
2010-01-21 15:37:00,LAKE,0.01
2010-01-21 15:45:00,LAKE,0.01
2010-01-21 15:52:00,LAKE,0.01
2010-01-21 16:00:00,LAKE,0.08
2010-01-21 16:03:00,LAKE,0.01
2010-01-21 16:16:00,LAKE,0.01
2010-01-21 16:29:00,LAKE,0.01
2010-01-21 16:47:00,LAKE,0.01
2010-01-21 17:00:00,LAKE,0.04
2010-01-21 18:12:00,LAKE,0.01
2010-01-21 18:23:00,LAKE,0.01
2010-01-21 18:28:00,LAKE,0.01
2010-01-21 18:33:00,LAKE,0.01
2010-01-21 18:36:00,LAKE,0.01
2010-01-21 18:38:00,LAKE,0.01
2010-01-21 18:40:00,LAKE,0.01
2010-01-21 18:42:00,LAKE,0.01
2010-01-21 18:44:00,LAKE,0.01
2010-01-21 18:47:00,LAKE,0.01
2010-01-21 18:51:00,LAKE,0.01
2010-01-21 18:55:00,LAKE,0.01
2010-01-21 19:00:00,LAKE,0.12
2010-01-21 19:00:00,LAKE,0.01
2010-01-21 19:03:00,LAKE,0.01
2010-01-21 19:07:00,LAKE,0.01
2010-01-21 19:09:00,LAKE,0.01
2010-01-21 19:12:00,LAKE,0.01
2010-01-21 19:14:00,LAKE,0.01
2010-01-21 19:17:00,LAKE,0.01
2010-01-21 19:20:00,LAKE,0.01
2010-01-21 19:23:00,LAKE,0.01
2010-01-21 19:27:00,LAKE,0.01
2010-01-21 19:32:00,LAKE,0.01
2010-01-21 19:38:00,LAKE,0.01
2010-01-21 19:43:00,LAKE,0.01
2010-01-21 19:48:00,LAKE,0.01
2010-01-21 19:52:00,LAKE,0.01
2010-01-21 19:56:00,LAKE,0.01
2010-01-21 20:00:00,LAKE,0.16
2010-01-21 20:00:00,LAKE,0.01
2010-01-21 20:12:00,LAKE,0.01
2010-01-21 20:26:00,LAKE,0.01
2010-01-21 20:29:00,LAKE,0.01
2010-01-21 20:31:00,LAKE,0.01
2010-01-21 20:32:00,LAKE,0.01
2010-01-21 20:34:00,LAKE,0.01
2010-01-21 20:36:00,LAKE,0.01
2010-01-21 20:38:00,LAKE,0.01
2010-01-21 20:40:00,LAKE,0.01
2010-01-21 20:43:00,LAKE,0.01
2010-01-21 20:45:00,LAKE,0.01
2010-01-21 20:47:00,LAKE,0.01
2010-01-21 20:48:00,LAKE,0.01
2010-01-21 20:50:00,LAKE,0.01
2010-01-21 20:52:00,LAKE,0.01
2010-01-21 20:54:00,LAKE,0.01
2010-01-21 20:57:00,LAKE,0.01
2010-01-21 20:59:00,LAKE,0.01
2010-01-21 21:00:00,LAKE,0.19
2010-01-21 21:01:00,LAKE,0.01
