ob,station,precip
2008-01-17 06:51:00,LAKE,0.01
2008-01-17 06:58:00,LAKE,0.01
2008-01-17 07:00:00,LAKE,0.02
2008-01-17 07:01:00,LAKE,0.01
2008-01-17 07:09:00,LAKE,0.01
2008-01-17 07:24:00,LAKE,0.01
2008-01-17 07:47:00,LAKE,0.01
2008-01-17 08:00:00,LAKE,0.04
2008-01-17 08:13:00,LAKE,0.01
2008-01-17 08:31:00,LAKE,0.01
2008-01-17 08:59:00,LAKE,0.01
2008-01-17 09:00:00,LAKE,0.03
2008-01-17 09:04:00,LAKE,0.01
2008-01-17 09:08:00,LAKE,0.01
2008-01-17 09:11:00,LAKE,0.01
2008-01-17 09:39:00,LAKE,0.01
2008-01-17 10:00:00,LAKE,0.04
2008-01-17 10:05:00,LAKE,0.01
2008-01-17 10:11:00,LAKE,0.01
2008-01-17 10:15:00,LAKE,0.01
2008-01-17 10:39:00,LAKE,0.01
2008-01-17 10:48:00,LAKE,0.01
2008-01-17 10:55:00,LAKE,0.01
2008-01-17 11:00:00,LAKE,0.06
2008-01-17 11:03:00,LAKE,0.01
2008-01-17 11:15:00,LAKE,0.01
2008-01-17 11:19:00,LAKE,0.01
2008-01-17 11:27:00,LAKE,0.01
2008-01-17 11:40:00,LAKE,0.01
2008-01-17 11:52:00,LAKE,0.01
2008-01-17 11:59:00,LAKE,0.01
2008-01-17 12:00:00,LAKE,0.07
2008-01-17 12:06:00,LAKE,0.01
2008-01-17 12:14:00,LAKE,0.01
2008-01-17 12:27:00,LAKE,0.01
2008-01-17 12:50:00,LAKE,0.01
2008-01-17 13:00:00,LAKE,0.04
2008-01-17 13:27:00,LAKE,0.01
2008-01-17 13:32:00,LAKE,0.01
2008-01-17 13:38:00,LAKE,0.01
2008-01-17 13:54:00,LAKE,0.01
2008-01-17 14:00:00,LAKE,0.04
2008-01-17 14:01:00,LAKE,0.01
2008-01-17 14:07:00,LAKE,0.01
2008-01-17 14:19:00,LAKE,0.01
2008-01-17 14:27:00,LAKE,0.01
2008-01-17 14:38:00,LAKE,0.01
2008-01-17 14:48:00,LAKE,0.01
2008-01-17 15:00:00,LAKE,0.06
2008-01-17 15:12:00,LAKE,0.01
2008-01-17 16:00:00,LAKE,0.01
2008-01-17 16:34:00,LAKE,0.01
2008-01-17 17:00:00,LAKE,0.01
2008-01-19 07:03:00,LAKE,0.01
2008-01-19 07:38:00,LAKE,0.01
2008-01-19 08:00:00,LAKE,0.02
2008-01-19 08:04:00,LAKE,0.01
2008-01-19 08:24:00,LAKE,0.01
2008-01-19 08:45:00,LAKE,0.01
2008-01-19 08:55:00,LAKE,0.01
2008-01-19 09:00:00,LAKE,0.04
2008-01-19 09:08:00,LAKE,0.01
2008-01-19 09:20:00,LAKE,0.01
2008-01-19 09:36:00,LAKE,0.01
2008-01-19 10:00:00,LAKE,0.03
2008-01-19 10:04:00,LAKE,0.01
2008-01-19 11:00:00,LAKE,0.01
2008-01-19 11:06:00,LAKE,0.01
2008-01-19 12:00:00,LAKE,0.01
2008-01-19 13:51:00,LAKE,0.01
2008-01-19 14:00:00,LAKE,0.01
2008-01-19 14:22:00,LAKE,0.01
2008-01-19 14:32:00,LAKE,0.01
2008-01-19 14:43:00,LAKE,0.01
2008-01-19 14:55:00,LAKE,0.01
2008-01-19 15:00:00,LAKE,0.04
2008-01-19 15:01:00,LAKE,0.01
2008-01-19 15:08:00,LAKE,0.01
2008-01-19 15:15:00,LAKE,0.01
2008-01-19 15:21:00,LAKE,0.01
2008-01-19 15:29:00,LAKE,0.01
2008-01-19 15:38:00,LAKE,0.01
2008-01-19 15:45:00,LAKE,0.01
2008-01-19 15:54:00,LAKE,0.01
2008-01-19 16:00:00,LAKE,0.08
2008-01-19 16:08:00,LAKE,0.01
2008-01-19 16:28:00,LAKE,0.01
2008-01-19 17:00:00,LAKE,0.02
2008-01-19 17:09:00,LAKE,0.01
2008-01-19 18:00:00,LAKE,0.01
2008-01-20 01:37:00,LAKE,0.01
2008-01-20 02:00:00,LAKE,0.01
2008-01-22 19:54:00,LAKE,0.01
2008-01-22 20:00:00,LAKE,0.01
2008-01-22 20:36:00,LAKE,0.01
2008-01-22 21:00:00,LAKE,0.01
2008-01-22 21:03:00,LAKE,0.01
2008-01-22 21:18:00,LAKE,0.01
2008-01-22 22:00:00,LAKE,0.02
2008-01-22 23:23:00,LAKE,0.01
2008-01-22 23:51:00,LAKE,0.01
2008-01-23 00:00:00,LAKE,0.02
2008-01-23 00:11:00,LAKE,0.01
2008-01-23 01:00:00,LAKE,0.01
2008-01-30 02:43:00,LAKE,0.01
2008-01-30 02:54:00,LAKE,0.01
2008-01-30 02:58:00,LAKE,0.01
2008-01-30 03:00:00,LAKE,0.03
2008-01-30 03:03:00,LAKE,0.01
2008-01-30 03:09:00,LAKE,0.01
2008-01-30 03:12:00,LAKE,0.01
2008-01-30 03:15:00,LAKE,0.01
2008-01-30 03:28:00,LAKE,0.01
