ob,precip
2007-06-03 14:08:00,0.254
2007-06-03 14:09:00,0.254
2007-06-03 14:10:00,0.254
2007-06-03 14:11:00,0.254
2007-06-03 14:12:00,0.508
2007-06-03 14:13:00,0.254
2007-06-03 14:14:00,0.7619999999999999
2007-06-03 14:15:00,0.7619999999999999
2007-06-03 14:16:00,1.27
2007-06-03 14:17:00,1.5239999999999998
2007-06-03 14:18:00,1.778
2007-06-03 14:19:00,1.778
2007-06-03 14:20:00,1.778
2007-06-03 14:21:00,1.778
2007-06-03 14:22:00,1.27
2007-06-03 14:23:00,1.016
2007-06-03 14:24:00,1.5239999999999998
2007-06-03 14:25:00,1.778
2007-06-03 14:26:00,1.778
2007-06-03 14:27:00,1.778
2007-06-03 14:28:00,1.778
2007-06-03 14:29:00,1.5239999999999998
2007-06-03 14:30:00,1.27
2007-06-03 14:31:00,1.27
2007-06-03 14:32:00,0.7619999999999999
2007-06-03 14:33:00,1.016
2007-06-03 14:34:00,0.7619999999999999
2007-06-03 14:35:00,0.508
2007-06-03 14:36:00,0.254
2007-06-03 14:37:00,0.254
2007-06-03 14:38:00,0.508
2007-06-03 14:39:00,0.7619999999999999
2007-06-03 14:40:00,0.7619999999999999
2007-06-03 14:41:00,0.508
2007-06-03 14:42:00,0.508
2007-06-03 14:43:00,0.508
2007-06-03 14:44:00,0.254
2007-06-03 14:45:00,0.508
2007-06-03 14:46:00,0.508
2007-06-03 14:47:00,0.508
2007-06-03 14:48:00,0.508
2007-06-03 14:49:00,0.508
2007-06-03 14:50:00,0.508
2007-06-03 14:51:00,0.508
2007-06-03 14:52:00,0.508
2007-06-03 14:53:00,0.508
2007-06-03 14:54:00,0.508
2007-06-03 14:55:00,0.254
2007-06-03 14:56:00,0.254
2007-07-17 23:25:00,0.254
2007-07-17 23:26:00,0.7619999999999999
2007-07-17 23:27:00,1.016
2007-07-17 23:28:00,1.016
2007-07-17 23:29:00,1.5239999999999998
2007-07-17 23:30:00,1.5239999999999998
2007-07-17 23:31:00,1.27
2007-07-17 23:32:00,1.27
2007-07-17 23:33:00,1.5239999999999998
2007-07-17 23:34:00,1.27
2007-07-17 23:35:00,1.27
2007-07-17 23:36:00,1.27
2007-07-17 23:37:00,1.27
2007-07-17 23:38:00,1.016
2007-07-17 23:39:00,1.27
2007-07-17 23:40:00,0.508
2007-07-17 23:41:00,0.508
2007-07-17 23:42:00,0.7619999999999999
2007-07-17 23:43:00,1.016
2007-07-17 23:44:00,1.016
2007-07-17 23:45:00,1.016
2007-07-17 23:46:00,1.27
2007-07-17 23:47:00,0.7619999999999999
2007-07-17 23:48:00,0.7619999999999999
2007-07-17 23:49:00,0.508
2007-07-17 23:50:00,0.508
2007-07-17 23:51:00,0.508
2007-07-17 23:52:00,0.7619999999999999
2007-07-17 23:53:00,0.508
2007-07-17 23:54:00,0.7619999999999999
2007-07-17 23:55:00,0.254
2007-07-17 23:56:00,0.254
2007-07-17 23:57:00,0.254
2007-07-17 23:58:00,0.254
2007-07-17 23:59:00,0.508
2007-07-18 00:00:00,36.83
2007-07-18 00:00:00,0.7619999999999999
2007-07-18 00:01:00,0.254
2007-07-18 00:02:00,0.254
